Ano,ID,Camada,Quadrado,Nivel,MateriaPrima,Classe,Morfologia Bordos,Cortex,Localizacao,Espessura,Largura,Comprimento,Talao,Presença Labial,Secção,Acabamento Distal,Perfil,Face dorsal,Padrão,Abrasão,Tipologia Bordeana,Observações
2009,962,C,H18,2,Quartzo,Lasca,Divergentes,Sem-Cortex,,11.51,23.17,32.18,Outro,Não,Trapezoidal,Natural,Direito,2,Não-Indentificável,,R,
2009,987,C,H17,5,Sílex,Lasca-Proximal,Divergentes,Sem-Cortex,,6.79,18.41,,Diedro,Não,Triangular,,Direito,2,Não-Indentificável,,,
2009,2230,C,I16,6,Sílex,Lasca,Irregulares,Sem-Cortex,,4.44,15.11,32.85,Outro,Não,Triangular,Apontado,Encurvado,2,Paralelo-Proximal,,,
2009,244,C,G17,4,Quartzo,Lasca,Paralelos,<25%,Lateral-Distal,24.24,52.97,68.93,Outro,Não,Triangular,Natural,Direito,2,Outro,,,
2009,1332,C,J16,2,Sílex,Lâmina,Paralelos,Sem-Cortex,,4.28,16.52,37.74,Linear,Não,Trapezoidal,Natural,Direito,3,Bidireccional-Paralelo,,,
2009,426,C,H17,2,Sílex,Lasca,Divergentes,Sem-Cortex,,2.13,,25.55,Liso,Não,Direita,Natural,Direito,3,Paralelo-Proximal,,,Frag. Lateral
2009,2050,C,I17,6,Sílex,Lasca-Adelgaçamento,,Sem-Cortex,,1.85,,,,,Irregular,,Torcido,5,Radial,,,Frag. Mesial
2009,1440,C,H17,6,Sílex,Lasca-Adelgaçamento,Paralelos,Sem-Cortex,,2.62,16.49,23.74,Facetado,Sim,Irregular,Natural,Encurvado,4,Radial,,R,
2009,749,C,H17,3,Quartzo,Lasca,Irregulares,25-75%,Distal,8.04,29.51,19.48,Liso,Não,Triangular,Natural,Direito,2,Paralelo-Proximal,,,
2009,1630,C,J15,3,Sílex,Lasca,Divergentes,25-75%,Lateral,2.16,12.41,12.86,Liso,Não,Trapezoidal,Apontado,Torcido,2,Paralelo-Proximal,,,
2009,2042,C,K16,4,Sílex,Lasca,Divergentes,<25%,Distal,1.83,14.83,14.3,Liso,Não,Trapezoidal,Natural,Torcido,3,Paralelo-Proximal,,,
2009,1602,C,G18,6,Quartzo,Lasca,Divergentes,Sem-Cortex,,7.77,17.31,31.85,Liso,Não,Trapezoidal,Natural,Direito,2,Paralelo-Proximal,,,
2009,448,C,I18,2,Sílex,Lasca,Divergentes,Sem-Cortex,,2.61,15.49,25.44,Linear,Não,Trapezoidal,Natural,Encurvado,4,Bidireccional-Paralelo,,,
2009,1492,C,G18,6,Sílex,Lasca,Divergentes,25-75%,Lateral,3.53,25.24,30.98,Linear,Não,Triangular,Natural,Encurvado,2,Não-Indentificável,,,
2009,1550,C,G18,6,Sílex,Lasca,Divergentes,<25%,Lateral-Distal,5.99,15.42,29.2,Liso,Não,Triangular,Natural,Direito,3,Paralelo-Proximal,,,
2009,1326,C,J16,2,Sílex,Lasca,Paralelos,Sem-Cortex,,1.97,9.52,15.37,Outro,Não,Triangular,Natural,Direito,2,Paralelo-Proximal,,,
